interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,publish_time_local,publish_time_utc,last_modified_local,last_modified_utc,zone,generation_forecast
2026-04-06 01:00:00-05:00,2026-04-06 06:00:00+00:00,2026-04-06 02:00:00-05:00,2026-04-06 07:00:00+00:00,2026-04-06 00:33:19-05:00,2026-04-06 05:33:19+00:00,2026-04-06 00:56:00-05:00,2026-04-06 05:56:00+00:00,West,342.4
2026-04-06 02:00:00-05:00,2026-04-06 07:00:00+00:00,2026-04-06 03:00:00-05:00,2026-04-06 08:00:00+00:00,2026-04-06 01:33:10-05:00,2026-04-06 06:33:10+00:00,2026-04-06 01:56:00-05:00,2026-04-06 06:56:00+00:00,West,366.4
2026-04-06 03:00:00-05:00,2026-04-06 08:00:00+00:00,2026-04-06 04:00:00-05:00,2026-04-06 09:00:00+00:00,2026-04-06 02:33:09-05:00,2026-04-06 07:33:09+00:00,2026-04-06 02:56:00-05:00,2026-04-06 07:56:00+00:00,West,286.4
2026-04-06 04:00:00-05:00,2026-04-06 09:00:00+00:00,2026-04-06 05:00:00-05:00,2026-04-06 10:00:00+00:00,2026-04-06 03:33:20-05:00,2026-04-06 08:33:20+00:00,2026-04-06 03:56:00-05:00,2026-04-06 08:56:00+00:00,West,196.5
2026-04-06 05:00:00-05:00,2026-04-06 10:00:00+00:00,2026-04-06 06:00:00-05:00,2026-04-06 11:00:00+00:00,2026-04-06 04:33:19-05:00,2026-04-06 09:33:19+00:00,2026-04-06 04:56:00-05:00,2026-04-06 09:56:00+00:00,West,155.1
2026-04-06 06:00:00-05:00,2026-04-06 11:00:00+00:00,2026-04-06 07:00:00-05:00,2026-04-06 12:00:00+00:00,2026-04-06 05:33:20-05:00,2026-04-06 10:33:20+00:00,2026-04-06 05:56:00-05:00,2026-04-06 10:56:00+00:00,West,157.8
2026-04-06 07:00:00-05:00,2026-04-06 12:00:00+00:00,2026-04-06 08:00:00-05:00,2026-04-06 13:00:00+00:00,2026-04-06 06:33:21-05:00,2026-04-06 11:33:21+00:00,2026-04-06 06:56:00-05:00,2026-04-06 11:56:00+00:00,West,6.0
2026-04-06 08:00:00-05:00,2026-04-06 13:00:00+00:00,2026-04-06 09:00:00-05:00,2026-04-06 14:00:00+00:00,2026-04-06 07:33:19-05:00,2026-04-06 12:33:19+00:00,2026-04-06 07:56:00-05:00,2026-04-06 12:56:00+00:00,West,26.7
2026-04-06 09:00:00-05:00,2026-04-06 14:00:00+00:00,2026-04-06 10:00:00-05:00,2026-04-06 15:00:00+00:00,2026-04-06 08:33:09-05:00,2026-04-06 13:33:09+00:00,2026-04-06 08:56:00-05:00,2026-04-06 13:56:00+00:00,West,32.6
2026-04-06 10:00:00-05:00,2026-04-06 15:00:00+00:00,2026-04-06 11:00:00-05:00,2026-04-06 16:00:00+00:00,2026-04-06 09:33:10-05:00,2026-04-06 14:33:10+00:00,2026-04-06 09:56:00-05:00,2026-04-06 14:56:00+00:00,West,46.4
2026-04-06 11:00:00-05:00,2026-04-06 16:00:00+00:00,2026-04-06 12:00:00-05:00,2026-04-06 17:00:00+00:00,2026-04-06 10:33:09-05:00,2026-04-06 15:33:09+00:00,2026-04-06 10:56:00-05:00,2026-04-06 15:56:00+00:00,West,49.3
2026-04-06 12:00:00-05:00,2026-04-06 17:00:00+00:00,2026-04-06 13:00:00-05:00,2026-04-06 18:00:00+00:00,2026-04-06 11:33:09-05:00,2026-04-06 16:33:09+00:00,2026-04-06 11:56:00-05:00,2026-04-06 16:56:00+00:00,West,52.3
2026-04-06 13:00:00-05:00,2026-04-06 18:00:00+00:00,2026-04-06 14:00:00-05:00,2026-04-06 19:00:00+00:00,2026-04-06 12:33:10-05:00,2026-04-06 17:33:10+00:00,2026-04-06 12:56:00-05:00,2026-04-06 17:56:00+00:00,West,112.2
2026-04-06 14:00:00-05:00,2026-04-06 19:00:00+00:00,2026-04-06 15:00:00-05:00,2026-04-06 20:00:00+00:00,2026-04-06 13:33:09-05:00,2026-04-06 18:33:09+00:00,2026-04-06 13:56:00-05:00,2026-04-06 18:56:00+00:00,West,122.5
2026-04-06 15:00:00-05:00,2026-04-06 20:00:00+00:00,2026-04-06 16:00:00-05:00,2026-04-06 21:00:00+00:00,2026-04-06 14:33:09-05:00,2026-04-06 19:33:09+00:00,2026-04-06 14:56:00-05:00,2026-04-06 19:56:00+00:00,West,387.1
2026-04-06 16:00:00-05:00,2026-04-06 21:00:00+00:00,2026-04-06 17:00:00-05:00,2026-04-06 22:00:00+00:00,2026-04-06 15:33:10-05:00,2026-04-06 20:33:10+00:00,2026-04-06 15:56:00-05:00,2026-04-06 20:56:00+00:00,West,535.4
2026-04-06 17:00:00-05:00,2026-04-06 22:00:00+00:00,2026-04-06 18:00:00-05:00,2026-04-06 23:00:00+00:00,2026-04-06 16:33:09-05:00,2026-04-06 21:33:09+00:00,2026-04-06 16:56:00-05:00,2026-04-06 21:56:00+00:00,West,689.9
2026-04-06 18:00:00-05:00,2026-04-06 23:00:00+00:00,2026-04-06 19:00:00-05:00,2026-04-07 00:00:00+00:00,2026-04-06 17:33:10-05:00,2026-04-06 22:33:10+00:00,2026-04-06 17:56:00-05:00,2026-04-06 22:56:00+00:00,West,415.4
2026-04-06 19:00:00-05:00,2026-04-07 00:00:00+00:00,2026-04-06 20:00:00-05:00,2026-04-07 01:00:00+00:00,2026-04-06 18:33:09-05:00,2026-04-06 23:33:09+00:00,2026-04-06 18:56:00-05:00,2026-04-06 23:56:00+00:00,West,511.7
2026-04-06 20:00:00-05:00,2026-04-07 01:00:00+00:00,2026-04-06 21:00:00-05:00,2026-04-07 02:00:00+00:00,2026-04-06 19:33:08-05:00,2026-04-07 00:33:08+00:00,2026-04-06 19:56:00-05:00,2026-04-07 00:56:00+00:00,West,770.7
2026-04-06 21:00:00-05:00,2026-04-07 02:00:00+00:00,2026-04-06 22:00:00-05:00,2026-04-07 03:00:00+00:00,2026-04-06 20:33:09-05:00,2026-04-07 01:33:09+00:00,2026-04-06 20:56:00-05:00,2026-04-07 01:56:00+00:00,West,1168.9
2026-04-06 22:00:00-05:00,2026-04-07 03:00:00+00:00,2026-04-06 23:00:00-05:00,2026-04-07 04:00:00+00:00,2026-04-06 21:33:09-05:00,2026-04-07 02:33:09+00:00,2026-04-06 21:56:00-05:00,2026-04-07 02:56:00+00:00,West,1117.2
2026-04-06 23:00:00-05:00,2026-04-07 04:00:00+00:00,2026-04-07 00:00:00-05:00,2026-04-07 05:00:00+00:00,2026-04-06 22:33:09-05:00,2026-04-07 03:33:09+00:00,2026-04-06 22:56:00-05:00,2026-04-07 03:56:00+00:00,West,1291.3
2026-04-07 00:00:00-05:00,2026-04-07 05:00:00+00:00,2026-04-07 01:00:00-05:00,2026-04-07 06:00:00+00:00,2026-04-06 23:33:09-05:00,2026-04-07 04:33:09+00:00,2026-04-06 23:56:00-05:00,2026-04-07 04:56:00+00:00,West,1315.3
2026-04-07 01:00:00-05:00,2026-04-07 06:00:00+00:00,2026-04-07 02:00:00-05:00,2026-04-07 07:00:00+00:00,2026-04-07 00:33:09-05:00,2026-04-07 05:33:09+00:00,2026-04-07 00:56:00-05:00,2026-04-07 05:56:00+00:00,West,1286.5
2026-04-07 02:00:00-05:00,2026-04-07 07:00:00+00:00,2026-04-07 03:00:00-05:00,2026-04-07 08:00:00+00:00,2026-04-07 01:33:09-05:00,2026-04-07 06:33:09+00:00,2026-04-07 01:56:00-05:00,2026-04-07 06:56:00+00:00,West,1297.2
2026-04-07 03:00:00-05:00,2026-04-07 08:00:00+00:00,2026-04-07 04:00:00-05:00,2026-04-07 09:00:00+00:00,2026-04-07 02:33:08-05:00,2026-04-07 07:33:08+00:00,2026-04-07 02:56:00-05:00,2026-04-07 07:56:00+00:00,West,1253.7
2026-04-07 04:00:00-05:00,2026-04-07 09:00:00+00:00,2026-04-07 05:00:00-05:00,2026-04-07 10:00:00+00:00,2026-04-07 03:33:09-05:00,2026-04-07 08:33:09+00:00,2026-04-07 03:56:00-05:00,2026-04-07 08:56:00+00:00,West,1124.1
2026-04-07 05:00:00-05:00,2026-04-07 10:00:00+00:00,2026-04-07 06:00:00-05:00,2026-04-07 11:00:00+00:00,2026-04-07 04:33:13-05:00,2026-04-07 09:33:13+00:00,2026-04-07 04:56:00-05:00,2026-04-07 09:56:00+00:00,West,919.7
2026-04-07 06:00:00-05:00,2026-04-07 11:00:00+00:00,2026-04-07 07:00:00-05:00,2026-04-07 12:00:00+00:00,2026-04-07 05:33:09-05:00,2026-04-07 10:33:09+00:00,2026-04-07 05:56:00-05:00,2026-04-07 10:56:00+00:00,West,848.0
2026-04-07 07:00:00-05:00,2026-04-07 12:00:00+00:00,2026-04-07 08:00:00-05:00,2026-04-07 13:00:00+00:00,2026-04-07 06:33:09-05:00,2026-04-07 11:33:09+00:00,2026-04-07 06:56:00-05:00,2026-04-07 11:56:00+00:00,West,730.9
2026-04-07 08:00:00-05:00,2026-04-07 13:00:00+00:00,2026-04-07 09:00:00-05:00,2026-04-07 14:00:00+00:00,2026-04-07 07:33:09-05:00,2026-04-07 12:33:09+00:00,2026-04-07 07:56:00-05:00,2026-04-07 12:56:00+00:00,West,746.5
2026-04-07 09:00:00-05:00,2026-04-07 14:00:00+00:00,2026-04-07 10:00:00-05:00,2026-04-07 15:00:00+00:00,2026-04-07 08:33:09-05:00,2026-04-07 13:33:09+00:00,2026-04-07 08:56:00-05:00,2026-04-07 13:56:00+00:00,West,625.8
2026-04-07 10:00:00-05:00,2026-04-07 15:00:00+00:00,2026-04-07 11:00:00-05:00,2026-04-07 16:00:00+00:00,2026-04-07 09:33:09-05:00,2026-04-07 14:33:09+00:00,2026-04-07 09:56:00-05:00,2026-04-07 14:56:00+00:00,West,498.4
2026-04-07 11:00:00-05:00,2026-04-07 16:00:00+00:00,2026-04-07 12:00:00-05:00,2026-04-07 17:00:00+00:00,2026-04-07 10:33:20-05:00,2026-04-07 15:33:20+00:00,2026-04-07 10:56:00-05:00,2026-04-07 15:56:00+00:00,West,318.8
2026-04-07 12:00:00-05:00,2026-04-07 17:00:00+00:00,2026-04-07 13:00:00-05:00,2026-04-07 18:00:00+00:00,2026-04-07 11:33:20-05:00,2026-04-07 16:33:20+00:00,2026-04-07 11:56:00-05:00,2026-04-07 16:56:00+00:00,West,277.2
2026-04-07 13:00:00-05:00,2026-04-07 18:00:00+00:00,2026-04-07 14:00:00-05:00,2026-04-07 19:00:00+00:00,2026-04-07 12:33:23-05:00,2026-04-07 17:33:23+00:00,2026-04-07 12:56:00-05:00,2026-04-07 17:56:00+00:00,West,207.3
2026-04-07 14:00:00-05:00,2026-04-07 19:00:00+00:00,2026-04-07 15:00:00-05:00,2026-04-07 20:00:00+00:00,2026-04-07 13:33:20-05:00,2026-04-07 18:33:20+00:00,2026-04-07 13:56:00-05:00,2026-04-07 18:56:00+00:00,West,123.0
2026-04-07 15:00:00-05:00,2026-04-07 20:00:00+00:00,2026-04-07 16:00:00-05:00,2026-04-07 21:00:00+00:00,2026-04-07 14:33:19-05:00,2026-04-07 19:33:19+00:00,2026-04-07 14:56:00-05:00,2026-04-07 19:56:00+00:00,West,76.3
2026-04-07 16:00:00-05:00,2026-04-07 21:00:00+00:00,2026-04-07 17:00:00-05:00,2026-04-07 22:00:00+00:00,2026-04-07 15:33:09-05:00,2026-04-07 20:33:09+00:00,2026-04-07 15:56:00-05:00,2026-04-07 20:56:00+00:00,West,45.3
2026-04-07 17:00:00-05:00,2026-04-07 22:00:00+00:00,2026-04-07 18:00:00-05:00,2026-04-07 23:00:00+00:00,2026-04-07 16:33:19-05:00,2026-04-07 21:33:19+00:00,2026-04-07 16:56:00-05:00,2026-04-07 21:56:00+00:00,West,38.6
2026-04-07 18:00:00-05:00,2026-04-07 23:00:00+00:00,2026-04-07 19:00:00-05:00,2026-04-08 00:00:00+00:00,2026-04-07 17:33:20-05:00,2026-04-07 22:33:20+00:00,2026-04-07 17:56:00-05:00,2026-04-07 22:56:00+00:00,West,36.1
2026-04-07 19:00:00-05:00,2026-04-08 00:00:00+00:00,2026-04-07 20:00:00-05:00,2026-04-08 01:00:00+00:00,2026-04-07 18:33:20-05:00,2026-04-07 23:33:20+00:00,2026-04-07 18:56:00-05:00,2026-04-07 23:56:00+00:00,West,51.3
2026-04-07 20:00:00-05:00,2026-04-08 01:00:00+00:00,2026-04-07 21:00:00-05:00,2026-04-08 02:00:00+00:00,2026-04-07 19:33:19-05:00,2026-04-08 00:33:19+00:00,2026-04-07 19:56:00-05:00,2026-04-08 00:56:00+00:00,West,103.4
2026-04-07 21:00:00-05:00,2026-04-08 02:00:00+00:00,2026-04-07 22:00:00-05:00,2026-04-08 03:00:00+00:00,2026-04-07 20:33:14-05:00,2026-04-08 01:33:14+00:00,2026-04-07 20:56:00-05:00,2026-04-08 01:56:00+00:00,West,82.2
2026-04-07 22:00:00-05:00,2026-04-08 03:00:00+00:00,2026-04-07 23:00:00-05:00,2026-04-08 04:00:00+00:00,2026-04-07 21:33:09-05:00,2026-04-08 02:33:09+00:00,2026-04-07 21:56:00-05:00,2026-04-08 02:56:00+00:00,West,96.8
2026-04-07 23:00:00-05:00,2026-04-08 04:00:00+00:00,2026-04-08 00:00:00-05:00,2026-04-08 05:00:00+00:00,2026-04-07 22:33:09-05:00,2026-04-08 03:33:09+00:00,2026-04-07 22:56:00-05:00,2026-04-08 03:56:00+00:00,West,88.3
2026-04-08 00:00:00-05:00,2026-04-08 05:00:00+00:00,2026-04-08 01:00:00-05:00,2026-04-08 06:00:00+00:00,2026-04-07 23:33:09-05:00,2026-04-08 04:33:09+00:00,2026-04-07 23:56:00-05:00,2026-04-08 04:56:00+00:00,West,100.2
2026-04-08 01:00:00-05:00,2026-04-08 06:00:00+00:00,2026-04-08 02:00:00-05:00,2026-04-08 07:00:00+00:00,2026-04-08 00:33:09-05:00,2026-04-08 05:33:09+00:00,2026-04-08 00:56:00-05:00,2026-04-08 05:56:00+00:00,West,124.7
2026-04-08 02:00:00-05:00,2026-04-08 07:00:00+00:00,2026-04-08 03:00:00-05:00,2026-04-08 08:00:00+00:00,2026-04-08 01:33:09-05:00,2026-04-08 06:33:09+00:00,2026-04-08 01:57:00-05:00,2026-04-08 06:57:00+00:00,West,229.6
2026-04-08 03:00:00-05:00,2026-04-08 08:00:00+00:00,2026-04-08 04:00:00-05:00,2026-04-08 09:00:00+00:00,2026-04-08 02:33:08-05:00,2026-04-08 07:33:08+00:00,2026-04-08 02:56:00-05:00,2026-04-08 07:56:00+00:00,West,381.0
2026-04-08 04:00:00-05:00,2026-04-08 09:00:00+00:00,2026-04-08 05:00:00-05:00,2026-04-08 10:00:00+00:00,2026-04-08 03:33:09-05:00,2026-04-08 08:33:09+00:00,2026-04-08 03:56:00-05:00,2026-04-08 08:56:00+00:00,West,374.1
2026-04-08 05:00:00-05:00,2026-04-08 10:00:00+00:00,2026-04-08 06:00:00-05:00,2026-04-08 11:00:00+00:00,2026-04-08 04:33:09-05:00,2026-04-08 09:33:09+00:00,2026-04-08 04:56:00-05:00,2026-04-08 09:56:00+00:00,West,446.0
2026-04-08 06:00:00-05:00,2026-04-08 11:00:00+00:00,2026-04-08 07:00:00-05:00,2026-04-08 12:00:00+00:00,2026-04-08 05:33:09-05:00,2026-04-08 10:33:09+00:00,2026-04-08 05:56:00-05:00,2026-04-08 10:56:00+00:00,West,519.3
2026-04-08 07:00:00-05:00,2026-04-08 12:00:00+00:00,2026-04-08 08:00:00-05:00,2026-04-08 13:00:00+00:00,2026-04-08 06:33:09-05:00,2026-04-08 11:33:09+00:00,2026-04-08 06:56:00-05:00,2026-04-08 11:56:00+00:00,West,532.6
2026-04-08 08:00:00-05:00,2026-04-08 13:00:00+00:00,2026-04-08 09:00:00-05:00,2026-04-08 14:00:00+00:00,2026-04-08 07:33:09-05:00,2026-04-08 12:33:09+00:00,2026-04-08 07:56:00-05:00,2026-04-08 12:56:00+00:00,West,516.0
2026-04-08 09:00:00-05:00,2026-04-08 14:00:00+00:00,2026-04-08 10:00:00-05:00,2026-04-08 15:00:00+00:00,2026-04-08 08:33:20-05:00,2026-04-08 13:33:20+00:00,2026-04-08 08:56:00-05:00,2026-04-08 13:56:00+00:00,West,500.0
2026-04-08 10:00:00-05:00,2026-04-08 15:00:00+00:00,2026-04-08 11:00:00-05:00,2026-04-08 16:00:00+00:00,2026-04-08 09:33:10-05:00,2026-04-08 14:33:10+00:00,2026-04-08 09:56:00-05:00,2026-04-08 14:56:00+00:00,West,482.7
2026-04-08 11:00:00-05:00,2026-04-08 16:00:00+00:00,2026-04-08 12:00:00-05:00,2026-04-08 17:00:00+00:00,2026-04-08 10:33:09-05:00,2026-04-08 15:33:09+00:00,2026-04-08 10:56:00-05:00,2026-04-08 15:56:00+00:00,West,497.8
2026-04-08 12:00:00-05:00,2026-04-08 17:00:00+00:00,2026-04-08 13:00:00-05:00,2026-04-08 18:00:00+00:00,2026-04-08 11:33:09-05:00,2026-04-08 16:33:09+00:00,2026-04-08 11:56:00-05:00,2026-04-08 16:56:00+00:00,West,533.4
2026-04-08 13:00:00-05:00,2026-04-08 18:00:00+00:00,2026-04-08 14:00:00-05:00,2026-04-08 19:00:00+00:00,2026-04-08 12:33:30-05:00,2026-04-08 17:33:30+00:00,2026-04-08 12:56:00-05:00,2026-04-08 17:56:00+00:00,West,416.0
2026-04-08 14:00:00-05:00,2026-04-08 19:00:00+00:00,2026-04-08 15:00:00-05:00,2026-04-08 20:00:00+00:00,2026-04-08 13:33:10-05:00,2026-04-08 18:33:10+00:00,2026-04-08 13:56:00-05:00,2026-04-08 18:56:00+00:00,West,347.0
2026-04-08 15:00:00-05:00,2026-04-08 20:00:00+00:00,2026-04-08 16:00:00-05:00,2026-04-08 21:00:00+00:00,2026-04-08 14:33:09-05:00,2026-04-08 19:33:09+00:00,2026-04-08 14:56:00-05:00,2026-04-08 19:56:00+00:00,West,398.8
2026-04-08 16:00:00-05:00,2026-04-08 21:00:00+00:00,2026-04-08 17:00:00-05:00,2026-04-08 22:00:00+00:00,2026-04-08 15:33:09-05:00,2026-04-08 20:33:09+00:00,2026-04-08 15:56:00-05:00,2026-04-08 20:56:00+00:00,West,406.4
2026-04-08 17:00:00-05:00,2026-04-08 22:00:00+00:00,2026-04-08 18:00:00-05:00,2026-04-08 23:00:00+00:00,2026-04-08 16:33:10-05:00,2026-04-08 21:33:10+00:00,2026-04-08 16:56:00-05:00,2026-04-08 21:56:00+00:00,West,360.1
2026-04-08 18:00:00-05:00,2026-04-08 23:00:00+00:00,2026-04-08 19:00:00-05:00,2026-04-09 00:00:00+00:00,2026-04-08 17:33:09-05:00,2026-04-08 22:33:09+00:00,2026-04-08 17:56:00-05:00,2026-04-08 22:56:00+00:00,West,473.0
2026-04-08 19:00:00-05:00,2026-04-09 00:00:00+00:00,2026-04-08 20:00:00-05:00,2026-04-09 01:00:00+00:00,2026-04-08 18:33:09-05:00,2026-04-08 23:33:09+00:00,2026-04-08 18:56:00-05:00,2026-04-08 23:56:00+00:00,West,613.7
2026-04-08 20:00:00-05:00,2026-04-09 01:00:00+00:00,2026-04-08 21:00:00-05:00,2026-04-09 02:00:00+00:00,2026-04-08 19:33:10-05:00,2026-04-09 00:33:10+00:00,2026-04-08 19:56:00-05:00,2026-04-09 00:56:00+00:00,West,968.3
2026-04-08 21:00:00-05:00,2026-04-09 02:00:00+00:00,2026-04-08 22:00:00-05:00,2026-04-09 03:00:00+00:00,2026-04-08 20:33:09-05:00,2026-04-09 01:33:09+00:00,2026-04-08 20:56:00-05:00,2026-04-09 01:56:00+00:00,West,1171.2
2026-04-08 22:00:00-05:00,2026-04-09 03:00:00+00:00,2026-04-08 23:00:00-05:00,2026-04-09 04:00:00+00:00,2026-04-08 21:33:09-05:00,2026-04-09 02:33:09+00:00,2026-04-08 21:56:00-05:00,2026-04-09 02:56:00+00:00,West,1152.9
2026-04-08 23:00:00-05:00,2026-04-09 04:00:00+00:00,2026-04-09 00:00:00-05:00,2026-04-09 05:00:00+00:00,2026-04-08 22:33:09-05:00,2026-04-09 03:33:09+00:00,2026-04-08 22:56:00-05:00,2026-04-09 03:56:00+00:00,West,1274.8
2026-04-09 00:00:00-05:00,2026-04-09 05:00:00+00:00,2026-04-09 01:00:00-05:00,2026-04-09 06:00:00+00:00,2026-04-08 23:33:13-05:00,2026-04-09 04:33:13+00:00,2026-04-08 23:56:00-05:00,2026-04-09 04:56:00+00:00,West,1338.9
2026-04-09 01:00:00-05:00,2026-04-09 06:00:00+00:00,2026-04-09 02:00:00-05:00,2026-04-09 07:00:00+00:00,2026-04-09 00:33:13-05:00,2026-04-09 05:33:13+00:00,2026-04-09 00:56:00-05:00,2026-04-09 05:56:00+00:00,West,1352.3
2026-04-09 02:00:00-05:00,2026-04-09 07:00:00+00:00,2026-04-09 03:00:00-05:00,2026-04-09 08:00:00+00:00,2026-04-09 01:33:09-05:00,2026-04-09 06:33:09+00:00,2026-04-09 01:56:00-05:00,2026-04-09 06:56:00+00:00,West,1367.3
2026-04-09 03:00:00-05:00,2026-04-09 08:00:00+00:00,2026-04-09 04:00:00-05:00,2026-04-09 09:00:00+00:00,2026-04-09 02:33:09-05:00,2026-04-09 07:33:09+00:00,2026-04-09 02:56:00-05:00,2026-04-09 07:56:00+00:00,West,1366.6
2026-04-09 04:00:00-05:00,2026-04-09 09:00:00+00:00,2026-04-09 05:00:00-05:00,2026-04-09 10:00:00+00:00,2026-04-09 03:33:09-05:00,2026-04-09 08:33:09+00:00,2026-04-09 03:56:00-05:00,2026-04-09 08:56:00+00:00,West,1377.6
2026-04-09 05:00:00-05:00,2026-04-09 10:00:00+00:00,2026-04-09 06:00:00-05:00,2026-04-09 11:00:00+00:00,2026-04-09 04:33:09-05:00,2026-04-09 09:33:09+00:00,2026-04-09 04:56:00-05:00,2026-04-09 09:56:00+00:00,West,1385.5
2026-04-09 06:00:00-05:00,2026-04-09 11:00:00+00:00,2026-04-09 07:00:00-05:00,2026-04-09 12:00:00+00:00,2026-04-09 05:33:09-05:00,2026-04-09 10:33:09+00:00,2026-04-09 05:56:00-05:00,2026-04-09 10:56:00+00:00,West,1395.5
2026-04-09 07:00:00-05:00,2026-04-09 12:00:00+00:00,2026-04-09 08:00:00-05:00,2026-04-09 13:00:00+00:00,2026-04-09 06:33:09-05:00,2026-04-09 11:33:09+00:00,2026-04-09 06:56:00-05:00,2026-04-09 11:56:00+00:00,West,1378.3
2026-04-09 08:00:00-05:00,2026-04-09 13:00:00+00:00,2026-04-09 09:00:00-05:00,2026-04-09 14:00:00+00:00,2026-04-09 07:33:10-05:00,2026-04-09 12:33:10+00:00,2026-04-09 07:56:00-05:00,2026-04-09 12:56:00+00:00,West,1372.0
2026-04-09 09:00:00-05:00,2026-04-09 14:00:00+00:00,2026-04-09 10:00:00-05:00,2026-04-09 15:00:00+00:00,2026-04-09 08:33:09-05:00,2026-04-09 13:33:09+00:00,2026-04-09 08:56:00-05:00,2026-04-09 13:56:00+00:00,West,1330.3
2026-04-09 10:00:00-05:00,2026-04-09 15:00:00+00:00,2026-04-09 11:00:00-05:00,2026-04-09 16:00:00+00:00,2026-04-09 09:33:09-05:00,2026-04-09 14:33:09+00:00,2026-04-09 09:56:00-05:00,2026-04-09 14:56:00+00:00,West,1327.8
2026-04-09 11:00:00-05:00,2026-04-09 16:00:00+00:00,2026-04-09 12:00:00-05:00,2026-04-09 17:00:00+00:00,2026-04-09 10:33:10-05:00,2026-04-09 15:33:10+00:00,2026-04-09 10:56:00-05:00,2026-04-09 15:56:00+00:00,West,1270.8
2026-04-09 12:00:00-05:00,2026-04-09 17:00:00+00:00,2026-04-09 13:00:00-05:00,2026-04-09 18:00:00+00:00,2026-04-09 11:33:09-05:00,2026-04-09 16:33:09+00:00,2026-04-09 11:56:00-05:00,2026-04-09 16:56:00+00:00,West,1157.4
2026-04-09 13:00:00-05:00,2026-04-09 18:00:00+00:00,2026-04-09 14:00:00-05:00,2026-04-09 19:00:00+00:00,2026-04-09 12:33:31-05:00,2026-04-09 17:33:31+00:00,2026-04-09 12:56:00-05:00,2026-04-09 17:56:00+00:00,West,1221.8
2026-04-09 14:00:00-05:00,2026-04-09 19:00:00+00:00,2026-04-09 15:00:00-05:00,2026-04-09 20:00:00+00:00,2026-04-09 13:33:09-05:00,2026-04-09 18:33:09+00:00,2026-04-09 13:56:00-05:00,2026-04-09 18:56:00+00:00,West,1238.0
2026-04-09 15:00:00-05:00,2026-04-09 20:00:00+00:00,2026-04-09 16:00:00-05:00,2026-04-09 21:00:00+00:00,2026-04-09 14:33:09-05:00,2026-04-09 19:33:09+00:00,2026-04-09 14:56:00-05:00,2026-04-09 19:56:00+00:00,West,1032.2
2026-04-09 16:00:00-05:00,2026-04-09 21:00:00+00:00,2026-04-09 17:00:00-05:00,2026-04-09 22:00:00+00:00,2026-04-09 15:33:09-05:00,2026-04-09 20:33:09+00:00,2026-04-09 15:56:00-05:00,2026-04-09 20:56:00+00:00,West,1087.5
2026-04-09 17:00:00-05:00,2026-04-09 22:00:00+00:00,2026-04-09 18:00:00-05:00,2026-04-09 23:00:00+00:00,2026-04-09 16:33:10-05:00,2026-04-09 21:33:10+00:00,2026-04-09 16:56:00-05:00,2026-04-09 21:56:00+00:00,West,939.6
2026-04-09 18:00:00-05:00,2026-04-09 23:00:00+00:00,2026-04-09 19:00:00-05:00,2026-04-10 00:00:00+00:00,2026-04-09 16:33:10-05:00,2026-04-09 21:33:10+00:00,2026-04-09 16:56:00-05:00,2026-04-09 21:56:00+00:00,West,840.2
2026-04-09 19:00:00-05:00,2026-04-10 00:00:00+00:00,2026-04-09 20:00:00-05:00,2026-04-10 01:00:00+00:00,2026-04-09 18:33:08-05:00,2026-04-09 23:33:08+00:00,2026-04-09 18:56:00-05:00,2026-04-09 23:56:00+00:00,West,783.6
2026-04-09 20:00:00-05:00,2026-04-10 01:00:00+00:00,2026-04-09 21:00:00-05:00,2026-04-10 02:00:00+00:00,2026-04-09 19:33:09-05:00,2026-04-10 00:33:09+00:00,2026-04-09 19:56:00-05:00,2026-04-10 00:56:00+00:00,West,532.9
2026-04-09 21:00:00-05:00,2026-04-10 02:00:00+00:00,2026-04-09 22:00:00-05:00,2026-04-10 03:00:00+00:00,2026-04-09 20:33:09-05:00,2026-04-10 01:33:09+00:00,2026-04-09 20:56:00-05:00,2026-04-10 01:56:00+00:00,West,596.3
2026-04-09 22:00:00-05:00,2026-04-10 03:00:00+00:00,2026-04-09 23:00:00-05:00,2026-04-10 04:00:00+00:00,2026-04-09 21:33:09-05:00,2026-04-10 02:33:09+00:00,2026-04-09 21:56:00-05:00,2026-04-10 02:56:00+00:00,West,534.0
2026-04-09 23:00:00-05:00,2026-04-10 04:00:00+00:00,2026-04-10 00:00:00-05:00,2026-04-10 05:00:00+00:00,2026-04-09 22:33:09-05:00,2026-04-10 03:33:09+00:00,2026-04-09 22:56:00-05:00,2026-04-10 03:56:00+00:00,West,144.6
2026-04-10 00:00:00-05:00,2026-04-10 05:00:00+00:00,2026-04-10 01:00:00-05:00,2026-04-10 06:00:00+00:00,2026-04-09 23:33:08-05:00,2026-04-10 04:33:08+00:00,2026-04-09 23:56:00-05:00,2026-04-10 04:56:00+00:00,West,142.8
2026-04-10 01:00:00-05:00,2026-04-10 06:00:00+00:00,2026-04-10 02:00:00-05:00,2026-04-10 07:00:00+00:00,2026-04-10 00:33:08-05:00,2026-04-10 05:33:08+00:00,2026-04-10 00:56:00-05:00,2026-04-10 05:56:00+00:00,West,253.8
